Date,Type,TransactionAmount,IpSource,AddressSource,BalanceSource,IpDestination,AddressDestination,BalanceDestination,Fraud
2022-01-31,Deposit,884.0,188.74.24.135,aleo1s65yhzhttxj8fdkdh6rqzdey87z3e5fde3fljm3cwme8zjr825qq7l7td8,2241.0,,,,0
2022-01-31,Deposit,2489.0,9.43.206.6,aleo1y6nzv44dk9wqsx65nt70yw3j2fpg5dfyxwwn9gt4dwcejv7zavrqjvvzml,3708.0,,,,0
2022-01-31,Transfer,2198.0,28.7.43.160,aleo1fuuy2jv28y4u03vf244sna4l3sux0lrhzvrkgezkgymq2v77wgyq0sgm5d,104.0,181.72.132.104,aleo17p4j5hlvzjz5kgs4xhkmnrykdz75e6jc6ky8gflv3mdet9he9ygqma89h7,2314.0,1
2022-01-31,Deposit,1588.0,51.30.136.133,aleo1w9r58f09knl006rk4zx4smgkeuw2qsqkqmg3hs4qle8msmexsvgs8q8es2,1713.0,,,,0
2022-01-31,Transfer,1625.0,226.30.116.67,aleo1fzawl85pq0g4cjvx5uwecrw0sc36qjvwtt4u5gh4smqhse8dsgzqdtqrxk,2295.0,131.168.134.113,aleo1xhgvysu5rg794fhzak3w4vrqayhf8xw7gkn5v2p7yvzfuelh5qrs0jjmmg,2027.0,1
2022-01-31,Transfer,2788.0,101.221.47.57,aleo1j36xcn4hwy5ghl0kxgzuujxmssdjjf6u7z9vz3sk5sw7xwrecvrqufr36w,1869.0,195.223.66.90,aleo18n8wng3q0gpdu3wl02xqa8ak85xuqmcenfzgtcqjhwd7xel0jgrql9d5rh,3238.0,1
2022-01-31,Deposit,1276.0,41.0.216.199,aleo1y0df8gh3x86qurszuxvee5vkk9tqejranqvck36j0yjf6h3vygpspd57fu,7011.0,,,,0
2022-02-01,Withdraw,5323.0,15.137.157.11,aleo1y0df8gh3x86qurszuxvee5vkk9tqejranqvck36j0yjf6h3vygpspd57fu,1688.0,,,,1
2022-02-01,Transfer,132.0,29.48.64.18,aleo1vpst4psefucyhsrjq368t7pzljlhz7c4e4arlglhr80698nufspssaw3ve,1267.0,56.116.2.147,aleo1022vme7y4d55fznml40wq8l7r8ghc5q8593dg4r3cxjcs7p2lqxspgg7h9,1432.0,0
2022-02-01,Deposit,605.0,96.239.5.173,aleo1fuuy2jv28y4u03vf244sna4l3sux0lrhzvrkgezkgymq2v77wgyq0sgm5d,709.0,,,,0
2022-02-01,Deposit,482.0,121.87.149.7,aleo1nuc26rz7jjxenny20qv3sedhaf7kpj6eld9w7jevwmx6kxt2kgyquwe87z,840.0,,,,0
2022-02-01,Withdraw,1436.0,25.139.1.59,aleo16arammqhngnluy7y39yzgtxxumm8krzkleuhg0em77zy6yn5a5qs2kpcx8,1807.0,,,,0
2022-02-01,Deposit,1675.0,70.237.169.176,aleo1x6umtzdzjssx8t89xhpj2cev35cv93s4h2ms9608l0jpzu0g4yzsnt684g,2943.0,,,,0
2022-02-01,Withdraw,921.0,49.94.94.245,aleo1krqpmsnlvc8e3vsf375p8nj9exv9g4t02mm7wznfqkpkj04y8sfq2ad5lq,3741.0,,,,0
2022-02-01,Withdraw,353.0,38.106.93.147,aleo1awxrtukerqph56ejlsv4lmvr4dwz7fyz2xnmk80h73xg4yyxju8sa5xp7q,1891.0,,,,0
2022-02-01,Withdraw,1378.0,252.176.176.208,aleo1sgyks5ua7gddfjgrdad4vmk0ws52qc74qertng0flwe9eqq2u59q5uff0t,1039.0,,,,0
2022-02-01,Withdraw,95.0,235.104.52.54,aleo1qp0j47wfxpg0mjudrm5lmxldmaeypry9ur555c2u63m7p85c6yzsn3sme2,153.0,,,,0
2022-02-01,Deposit,873.0,204.107.74.191,aleo1egk23l89vg5up5j7fe90gpcgqj9cm3g35xemx5sw7yx7q9g08q8qxxtkuf,5961.0,,,,0
2022-02-01,Transfer,794.0,106.211.12.115,aleo1sgyks5ua7gddfjgrdad4vmk0ws52qc74qertng0flwe9eqq2u59q5uff0t,245.0,100.20.31.245,aleo1awxrtukerqph56ejlsv4lmvr4dwz7fyz2xnmk80h73xg4yyxju8sa5xp7q,2685.0,0
2022-02-01,Deposit,535.0,195.17.20.141,aleo1a7uj7zzxww8qc84cruk6ruyk2a9chsygmvsud5982s57249v6uxs8fzn7r,3246.0,,,,0
2022-02-01,Deposit,1195.0,94.47.84.214,aleo1ekualfc4ksmx6r23xfwsey7de8m3ukceqxmeg6uca7ppasxq4u8sg582qq,2114.0,,,,0
2022-02-01,Deposit,872.0,125.120.96.192,aleo1fuuy2jv28y4u03vf244sna4l3sux0lrhzvrkgezkgymq2v77wgyq0sgm5d,1581.0,,,,0
2022-02-01,Transfer,1865.0,184.143.85.220,aleo1gtczljn90q7xqv0gudkl3fejjls4nr8szl5e93du47llaa3yasgqstq0zk,410.0,185.119.46.119,aleo1zrf2772r8t3xw8aqqdugksd7h8ustewwnrsce6zzz0y04nfmd58s6m30l9,3529.0,1
2022-02-01,Transfer,3.0,116.70.8.177,aleo1hddcdclmq62593ywvemh33qz83fkc3dqfunnxhlnqzruy08ejg9q870m6t,5.0,16.14.218.175,aleo1ekualfc4ksmx6r23xfwsey7de8m3ukceqxmeg6uca7ppasxq4u8sg582qq,2117.0,0
2022-02-01,Transfer,2604.0,251.74.162.82,aleo1a7uj7zzxww8qc84cruk6ruyk2a9chsygmvsud5982s57249v6uxs8fzn7r,642.0,234.75.175.233,aleo1ekualfc4ksmx6r23xfwsey7de8m3ukceqxmeg6uca7ppasxq4u8sg582qq,4721.0,1
2022-02-01,Deposit,1231.0,5.215.158.137,aleo1egk23l89vg5up5j7fe90gpcgqj9cm3g35xemx5sw7yx7q9g08q8qxxtkuf,7192.0,,,,0
2022-02-01,Transfer,20.0,253.168.157.157,aleo1rns9528mvqk5xkywztwyhdge0wvrqexxhqtlwv8qzyhjj56n6ypqh59zc2,42.0,132.25.49.112,aleo1j36xcn4hwy5ghl0kxgzuujxmssdjjf6u7z9vz3sk5sw7xwrecvrqufr36w,1889.0,0
2022-02-01,Transfer,1036.0,104.171.24.130,aleo15797jxh0ulf9fl5fune2n74r4k8z495vjrl9fq0kcxffqc8n0cqqthyjjq,528.0,254.86.230.226,aleo1tw2mc4j0lyvfr8p2al69js8kemqx2v2cpfjpge5p5h6cpjnzqupsf2x030,1086.0,0
2022-02-01,Withdraw,5237.0,122.223.158.69,aleo19vq8rd7vpyzaffaweyqt0cz8mesnedxqsp662zv8fycev8ewwcxqjyx8e6,1931.0,,,,1
2022-02-01,Withdraw,954.0,26.190.235.178,aleo1022vme7y4d55fznml40wq8l7r8ghc5q8593dg4r3cxjcs7p2lqxspgg7h9,478.0,,,,0
2022-02-01,Transfer,683.0,1.168.155.121,aleo1kq2s84c4amfvy6uzt0u4ygces9ml8f4pl078vpeqew25ula8xyqqv87frj,252.0,82.30.160.82,aleo16pf7qtdh6xmy37nuds3ptqu26a2cwnwrtgyn8fuq728fseh8ksyq4wam7j,5698.0,0
2022-02-01,Transfer,468.0,134.126.248.185,aleo1nuc26rz7jjxenny20qv3sedhaf7kpj6eld9w7jevwmx6kxt2kgyquwe87z,372.0,31.118.37.98,aleo1y6nzv44dk9wqsx65nt70yw3j2fpg5dfyxwwn9gt4dwcejv7zavrqjvvzml,4176.0,0
2022-02-02,Transfer,19.0,83.0.85.142,aleo1d0k7zxf54d8ukj6tsgrnmfc3mnh72cv24eruccnwe5zwjx0uvvpstpp8pp,65.0,10.102.254.28,aleo1fzawl85pq0g4cjvx5uwecrw0sc36qjvwtt4u5gh4smqhse8dsgzqdtqrxk,2314.0,0
2022-02-02,Withdraw,8804.0,241.251.4.23,aleo1wfssw07wfdujejt6srw4vasznjvg0levkh6876933a8c54776szs93qk0n,3196.0,,,,1
2022-02-02,Withdraw,212.0,238.34.29.71,aleo1y0df8gh3x86qurszuxvee5vkk9tqejranqvck36j0yjf6h3vygpspd57fu,1476.0,,,,0
2022-02-02,Transfer,5045.0,54.24.177.11,aleo1qqwpwk9h3mqw98hejguhn0ew59s4tjhnpw4ph77rc0jpmenxru9qj5hnmx,4184.0,140.218.34.170,aleo1mfqp3ch40edvdjqkx2d5dp3qj6vaggmhzext2jamz92z5klrtufqfx7j5r,7627.0,1
2022-02-02,Withdraw,9.0,68.185.64.116,aleo1x6umtzdzjssx8t89xhpj2cev35cv93s4h2ms9608l0jpzu0g4yzsnt684g,2934.0,,,,0
2022-02-02,Withdraw,5108.0,254.65.38.237,aleo14cyl74dtr8l2j8j5a2hre6qr6nmqktwgt4xmxtfwe9zp8gy6cuzq0j8ca0,1768.0,,,,1
2022-02-02,Withdraw,782.0,242.2.99.162,aleo17p4j5hlvzjz5kgs4xhkmnrykdz75e6jc6ky8gflv3mdet9he9ygqma89h7,1532.0,,,,0
2022-02-02,Withdraw,223.0,237.110.44.5,aleo1kq2s84c4amfvy6uzt0u4ygces9ml8f4pl078vpeqew25ula8xyqqv87frj,29.0,,,,0
2022-02-02,Deposit,366.0,96.27.91.79,aleo1wfssw07wfdujejt6srw4vasznjvg0levkh6876933a8c54776szs93qk0n,3562.0,,,,0
2022-02-02,Transfer,1013.0,162.70.171.181,aleo1tw2mc4j0lyvfr8p2al69js8kemqx2v2cpfjpge5p5h6cpjnzqupsf2x030,73.0,14.204.50.157,aleo1egk23l89vg5up5j7fe90gpcgqj9cm3g35xemx5sw7yx7q9g08q8qxxtkuf,8205.0,0
2022-02-02,Deposit,384.0,78.159.170.176,aleo14xe9h5u4xc0fk2y7na9usvgqsxx04d39zs7r9rhh8rjwcv73yyysgdwm9z,495.0,,,,0
2022-02-02,Transfer,1388.0,253.126.52.54,aleo1qqwpwk9h3mqw98hejguhn0ew59s4tjhnpw4ph77rc0jpmenxru9qj5hnmx,2796.0,187.98.182.38,aleo1s65yhzhttxj8fdkdh6rqzdey87z3e5fde3fljm3cwme8zjr825qq7l7td8,3629.0,0
2022-02-02,Transfer,33.0,222.128.53.94,aleo1d0k7zxf54d8ukj6tsgrnmfc3mnh72cv24eruccnwe5zwjx0uvvpstpp8pp,32.0,100.153.23.225,aleo17p4j5hlvzjz5kgs4xhkmnrykdz75e6jc6ky8gflv3mdet9he9ygqma89h7,1565.0,0
2022-02-02,Deposit,829.0,68.85.230.91,aleo1sgyks5ua7gddfjgrdad4vmk0ws52qc74qertng0flwe9eqq2u59q5uff0t,1074.0,,,,0
2022-02-02,Withdraw,1184.0,30.129.42.213,aleo18n8wng3q0gpdu3wl02xqa8ak85xuqmcenfzgtcqjhwd7xel0jgrql9d5rh,2054.0,,,,0
2022-02-02,Transfer,2035.0,156.184.238.24,aleo1fzawl85pq0g4cjvx5uwecrw0sc36qjvwtt4u5gh4smqhse8dsgzqdtqrxk,279.0,85.36.151.64,aleo1wfssw07wfdujejt6srw4vasznjvg0levkh6876933a8c54776szs93qk0n,5597.0,1
2022-02-02,Deposit,2022.0,205.186.40.133,aleo14xe9h5u4xc0fk2y7na9usvgqsxx04d39zs7r9rhh8rjwcv73yyysgdwm9z,2517.0,,,,0
2022-02-02,Withdraw,3.0,53.226.7.28,aleo1kq2s84c4amfvy6uzt0u4ygces9ml8f4pl078vpeqew25ula8xyqqv87frj,26.0,,,,0
2022-02-02,Withdraw,38.0,133.121.247.198,aleo1q865tp9vryfrcytzfgxdzy32wy04m6hq374xfxr7du78vt3k5ursz8p8d4,300.0,,,,0
2022-02-02,Deposit,1724.0,104.219.207.54,aleo18n8wng3q0gpdu3wl02xqa8ak85xuqmcenfzgtcqjhwd7xel0jgrql9d5rh,3778.0,,,,0
2022-02-02,Deposit,1151.0,247.87.179.55,aleo1kq2s84c4amfvy6uzt0u4ygces9ml8f4pl078vpeqew25ula8xyqqv87frj,1177.0,,,,0
2022-02-02,Deposit,941.0,196.252.186.73,aleo1xhgvysu5rg794fhzak3w4vrqayhf8xw7gkn5v2p7yvzfuelh5qrs0jjmmg,2968.0,,,,0
2022-02-02,Deposit,1159.0,1.206.223.138,aleo1wfssw07wfdujejt6srw4vasznjvg0levkh6876933a8c54776szs93qk0n,6756.0,,,,0
2022-02-02,Deposit,285.0,96.50.149.119,aleo1qqwpwk9h3mqw98hejguhn0ew59s4tjhnpw4ph77rc0jpmenxru9qj5hnmx,3081.0,,,,0
2022-02-03,Withdraw,5.0,86.43.223.188,aleo1hddcdclmq62593ywvemh33qz83fkc3dqfunnxhlnqzruy08ejg9q870m6t,0.0,,,,0
2022-02-03,Transfer,109.0,214.65.94.204,aleo15797jxh0ulf9fl5fune2n74r4k8z495vjrl9fq0kcxffqc8n0cqqthyjjq,419.0,151.207.140.38,aleo1fzawl85pq0g4cjvx5uwecrw0sc36qjvwtt4u5gh4smqhse8dsgzqdtqrxk,388.0,0
2022-02-03,Deposit,2361.0,87.37.160.228,aleo1fzawl85pq0g4cjvx5uwecrw0sc36qjvwtt4u5gh4smqhse8dsgzqdtqrxk,2749.0,,,,0
2022-02-03,Withdraw,1179.0,27.244.141.140,aleo15smp7h52q29z0wtnqd0zszucx2xlp0w9h6mj8gjlm7rdrlkhuszsyfxpjp,748.0,,,,0
2022-02-03,Withdraw,1531.0,128.114.5.13,aleo1fuuy2jv28y4u03vf244sna4l3sux0lrhzvrkgezkgymq2v77wgyq0sgm5d,50.0,,,,1
2022-02-03,Transfer,3916.0,173.156.29.141,aleo1mfqp3ch40edvdjqkx2d5dp3qj6vaggmhzext2jamz92z5klrtufqfx7j5r,3711.0,246.62.226.136,aleo1vpst4psefucyhsrjq368t7pzljlhz7c4e4arlglhr80698nufspssaw3ve,5183.0,1
2022-02-03,Deposit,904.0,95.219.244.29,aleo15797jxh0ulf9fl5fune2n74r4k8z495vjrl9fq0kcxffqc8n0cqqthyjjq,1323.0,,,,0
2022-02-03,Deposit,2369.0,68.129.220.153,aleo1awxrtukerqph56ejlsv4lmvr4dwz7fyz2xnmk80h73xg4yyxju8sa5xp7q,5054.0,,,,0
2022-02-03,Transfer,1904.0,226.98.110.37,aleo1xhgvysu5rg794fhzak3w4vrqayhf8xw7gkn5v2p7yvzfuelh5qrs0jjmmg,1064.0,185.164.218.1,aleo1gtczljn90q7xqv0gudkl3fejjls4nr8szl5e93du47llaa3yasgqstq0zk,2314.0,1
2022-02-03,Deposit,1575.0,16.240.56.240,aleo1x6umtzdzjssx8t89xhpj2cev35cv93s4h2ms9608l0jpzu0g4yzsnt684g,4509.0,,,,0
2022-02-03,Deposit,1314.0,169.149.149.245,aleo1mfqp3ch40edvdjqkx2d5dp3qj6vaggmhzext2jamz92z5klrtufqfx7j5r,5025.0,,,,0
2022-02-03,Deposit,41.0,84.128.80.177,aleo1d0k7zxf54d8ukj6tsgrnmfc3mnh72cv24eruccnwe5zwjx0uvvpstpp8pp,73.0,,,,0
2022-02-03,Withdraw,788.0,123.253.69.88,aleo19vq8rd7vpyzaffaweyqt0cz8mesnedxqsp662zv8fycev8ewwcxqjyx8e6,1143.0,,,,0
2022-02-03,Deposit,2079.0,188.154.198.36,aleo10jzdc7vm9vpyq0vhqqccr4emyr3gf3jayvjly9a7hwu6hrcwdurqf3n6wg,2079.0,,,,0
2022-02-03,Withdraw,655.0,72.196.113.149,aleo15smp7h52q29z0wtnqd0zszucx2xlp0w9h6mj8gjlm7rdrlkhuszsyfxpjp,93.0,,,,0
2022-02-03,Transfer,1442.0,7.22.24.54,aleo16arammqhngnluy7y39yzgtxxumm8krzkleuhg0em77zy6yn5a5qs2kpcx8,365.0,13.78.8.89,aleo1q865tp9vryfrcytzfgxdzy32wy04m6hq374xfxr7du78vt3k5ursz8p8d4,1742.0,0
2022-02-03,Transfer,498.0,149.18.215.12,aleo1awxrtukerqph56ejlsv4lmvr4dwz7fyz2xnmk80h73xg4yyxju8sa5xp7q,4556.0,95.80.115.177,aleo1rns9528mvqk5xkywztwyhdge0wvrqexxhqtlwv8qzyhjj56n6ypqh59zc2,540.0,0
2022-02-03,Transfer,1760.0,121.12.227.237,aleo1fzawl85pq0g4cjvx5uwecrw0sc36qjvwtt4u5gh4smqhse8dsgzqdtqrxk,989.0,145.180.180.114,aleo1hddcdclmq62593ywvemh33qz83fkc3dqfunnxhlnqzruy08ejg9q870m6t,1760.0,1
2022-02-03,Deposit,1581.0,71.179.194.123,aleo1j36xcn4hwy5ghl0kxgzuujxmssdjjf6u7z9vz3sk5sw7xwrecvrqufr36w,3470.0,,,,0
2022-02-03,Deposit,1340.0,97.93.87.122,aleo1sgyks5ua7gddfjgrdad4vmk0ws52qc74qertng0flwe9eqq2u59q5uff0t,2414.0,,,,0
2022-02-03,Withdraw,1085.0,159.20.12.113,aleo1qqwpwk9h3mqw98hejguhn0ew59s4tjhnpw4ph77rc0jpmenxru9qj5hnmx,1996.0,,,,0
2022-02-03,Transfer,5140.0,53.95.30.150,aleo1hs8sllgvpu79r72jjdqtmmm3m2ygeg6gduzl53erngdjktcunygskktygc,648.0,255.159.84.10,aleo15smp7h52q29z0wtnqd0zszucx2xlp0w9h6mj8gjlm7rdrlkhuszsyfxpjp,5233.0,1
2022-02-03,Transfer,1313.0,231.144.56.14,aleo1krqpmsnlvc8e3vsf375p8nj9exv9g4t02mm7wznfqkpkj04y8sfq2ad5lq,2428.0,188.153.242.110,aleo1ekualfc4ksmx6r23xfwsey7de8m3ukceqxmeg6uca7ppasxq4u8sg582qq,6034.0,0
2022-02-03,Withdraw,140.0,181.130.73.220,aleo1mfqp3ch40edvdjqkx2d5dp3qj6vaggmhzext2jamz92z5klrtufqfx7j5r,4885.0,,,,0
2022-02-03,Deposit,1577.0,169.120.143.63,aleo1gyyfw5n062cahpv7mhggyfqksyt9s2m2dtvh2q0rpxq9vk3ams9qgx9a55,3007.0,,,,0
2022-02-04,Transfer,914.0,223.116.59.168,aleo1qqwpwk9h3mqw98hejguhn0ew59s4tjhnpw4ph77rc0jpmenxru9qj5hnmx,1082.0,77.138.97.156,aleo15797jxh0ulf9fl5fune2n74r4k8z495vjrl9fq0kcxffqc8n0cqqthyjjq,2237.0,0
2022-02-04,Transfer,176.0,241.252.237.210,aleo17p4j5hlvzjz5kgs4xhkmnrykdz75e6jc6ky8gflv3mdet9he9ygqma89h7,1389.0,164.246.230.200,aleo19vq8rd7vpyzaffaweyqt0cz8mesnedxqsp662zv8fycev8ewwcxqjyx8e6,1319.0,0
2022-02-04,Withdraw,1578.0,120.144.106.166,aleo1awxrtukerqph56ejlsv4lmvr4dwz7fyz2xnmk80h73xg4yyxju8sa5xp7q,2978.0,,,,1
2022-02-04,Withdraw,21.0,91.240.40.158,aleo1rns9528mvqk5xkywztwyhdge0wvrqexxhqtlwv8qzyhjj56n6ypqh59zc2,519.0,,,,0
2022-02-04,Transfer,40.0,222.218.56.120,aleo1w9r58f09knl006rk4zx4smgkeuw2qsqkqmg3hs4qle8msmexsvgs8q8es2,1673.0,158.177.102.99,aleo10jzdc7vm9vpyq0vhqqccr4emyr3gf3jayvjly9a7hwu6hrcwdurqf3n6wg,2119.0,0
2022-02-04,Transfer,115.0,160.8.219.80,aleo1qp0j47wfxpg0mjudrm5lmxldmaeypry9ur555c2u63m7p85c6yzsn3sme2,38.0,19.38.21.5,aleo1y0df8gh3x86qurszuxvee5vkk9tqejranqvck36j0yjf6h3vygpspd57fu,1591.0,0
2022-02-04,Deposit,2338.0,182.80.213.131,aleo1e5svtay5qsfmy90tdx2ty88yszcph343q2aws57yt58hhx5m3vzqvt3s4v,5487.0,,,,0
2022-02-04,Transfer,46.0,212.246.65.27,aleo18rpa6lmddgpdcctvstuf3wgxay7gkykskudu6ha48y45qntzjuyqfwyar2,263.0,85.71.148.119,aleo1hddcdclmq62593ywvemh33qz83fkc3dqfunnxhlnqzruy08ejg9q870m6t,1806.0,0
2022-02-04,Withdraw,3920.0,240.126.211.160,aleo16pf7qtdh6xmy37nuds3ptqu26a2cwnwrtgyn8fuq728fseh8ksyq4wam7j,1778.0,,,,1
2022-02-04,Withdraw,367.0,210.25.196.118,aleo10w5svq6naxt3uqvwr66sdzvvmyquklzx8n34qm5m2wa3k59jcgyqlz3ams,2734.0,,,,0
2022-02-04,Withdraw,332.0,144.32.139.254,aleo1gyyfw5n062cahpv7mhggyfqksyt9s2m2dtvh2q0rpxq9vk3ams9qgx9a55,2675.0,,,,0
2022-02-04,Transfer,134.0,218.73.200.103,aleo16arammqhngnluy7y39yzgtxxumm8krzkleuhg0em77zy6yn5a5qs2kpcx8,231.0,161.84.224.233,aleo1mfqp3ch40edvdjqkx2d5dp3qj6vaggmhzext2jamz92z5klrtufqfx7j5r,5019.0,0
2022-02-04,Transfer,3077.0,15.232.91.34,aleo1j36xcn4hwy5ghl0kxgzuujxmssdjjf6u7z9vz3sk5sw7xwrecvrqufr36w,393.0,15.60.8.87,aleo1xwg4rgafeqkq0cxu8hwyc5lgce39zf9mnjjcqtr7e2lsn3kznurs5n39td,4147.0,1
2022-02-04,Transfer,1078.0,127.220.208.154,aleo1krqpmsnlvc8e3vsf375p8nj9exv9g4t02mm7wznfqkpkj04y8sfq2ad5lq,1350.0,54.82.16.170,aleo14cyl74dtr8l2j8j5a2hre6qr6nmqktwgt4xmxtfwe9zp8gy6cuzq0j8ca0,2846.0,0
2022-02-04,Deposit,1461.0,41.74.118.62,aleo1hddcdclmq62593ywvemh33qz83fkc3dqfunnxhlnqzruy08ejg9q870m6t,3267.0,,,,0
2022-02-04,Withdraw,22.0,176.60.4.254,aleo1rns9528mvqk5xkywztwyhdge0wvrqexxhqtlwv8qzyhjj56n6ypqh59zc2,497.0,,,,0
2022-02-04,Transfer,631.0,97.127.185.42,aleo1y0df8gh3x86qurszuxvee5vkk9tqejranqvck36j0yjf6h3vygpspd57fu,960.0,238.121.102.75,aleo1gtczljn90q7xqv0gudkl3fejjls4nr8szl5e93du47llaa3yasgqstq0zk,2945.0,0
2022-02-04,Withdraw,1022.0,137.95.199.141,aleo1wfssw07wfdujejt6srw4vasznjvg0levkh6876933a8c54776szs93qk0n,5734.0,,,,0
2022-02-04,Deposit,270.0,133.74.53.147,aleo1gtczljn90q7xqv0gudkl3fejjls4nr8szl5e93du47llaa3yasgqstq0zk,3215.0,,,,0
2022-02-04,Transfer,1347.0,135.15.156.6,aleo1awxrtukerqph56ejlsv4lmvr4dwz7fyz2xnmk80h73xg4yyxju8sa5xp7q,1631.0,25.180.28.215,aleo1e5svtay5qsfmy90tdx2ty88yszcph343q2aws57yt58hhx5m3vzqvt3s4v,6834.0,0
2022-02-04,Deposit,255.0,10.212.165.98,aleo1hs8sllgvpu79r72jjdqtmmm3m2ygeg6gduzl53erngdjktcunygskktygc,903.0,,,,0
2022-02-04,Transfer,371.0,194.61.43.21,aleo1nuc26rz7jjxenny20qv3sedhaf7kpj6eld9w7jevwmx6kxt2kgyquwe87z,1.0,107.71.5.67,aleo1xwg4rgafeqkq0cxu8hwyc5lgce39zf9mnjjcqtr7e2lsn3kznurs5n39td,4518.0,0
2022-02-04,Transfer,345.0,92.57.116.253,aleo18n8wng3q0gpdu3wl02xqa8ak85xuqmcenfzgtcqjhwd7xel0jgrql9d5rh,3433.0,134.224.246.49,aleo1egk23l89vg5up5j7fe90gpcgqj9cm3g35xemx5sw7yx7q9g08q8qxxtkuf,8550.0,0
2022-02-04,Withdraw,4826.0,171.252.124.49,aleo1mfqp3ch40edvdjqkx2d5dp3qj6vaggmhzext2jamz92z5klrtufqfx7j5r,193.0,,,,1
2022-02-04,Withdraw,487.0,119.125.160.31,aleo1s65yhzhttxj8fdkdh6rqzdey87z3e5fde3fljm3cwme8zjr825qq7l7td8,3142.0,,,,0
2022-02-05,Withdraw,5959.0,244.90.254.98,aleo1ekualfc4ksmx6r23xfwsey7de8m3ukceqxmeg6uca7ppasxq4u8sg582qq,75.0,,,,1
2022-02-05,Deposit,2239.0,74.53.95.141,aleo1fuuy2jv28y4u03vf244sna4l3sux0lrhzvrkgezkgymq2v77wgyq0sgm5d,2289.0,,,,0
2022-02-05,Deposit,2464.0,205.196.185.240,aleo1mfqp3ch40edvdjqkx2d5dp3qj6vaggmhzext2jamz92z5klrtufqfx7j5r,2657.0,,,,0
2022-02-05,Transfer,76.0,55.167.8.197,aleo1a7uj7zzxww8qc84cruk6ruyk2a9chsygmvsud5982s57249v6uxs8fzn7r,566.0,160.84.239.245,aleo1x6umtzdzjssx8t89xhpj2cev35cv93s4h2ms9608l0jpzu0g4yzsnt684g,4585.0,0
2022-02-05,Transfer,66.0,96.200.57.160,aleo1022vme7y4d55fznml40wq8l7r8ghc5q8593dg4r3cxjcs7p2lqxspgg7h9,412.0,100.252.84.110,aleo1a8jexwuvy3vwvh960vaypckfucchj288gsxvessml9f9vw4p2vzsy9ddkl,260.0,0
2022-02-05,Deposit,2202.0,16.16.158.236,aleo1egk23l89vg5up5j7fe90gpcgqj9cm3g35xemx5sw7yx7q9g08q8qxxtkuf,10752.0,,,,0
2022-02-05,Deposit,2379.0,223.65.114.163,aleo1a8jexwuvy3vwvh960vaypckfucchj288gsxvessml9f9vw4p2vzsy9ddkl,2639.0,,,,0
2022-02-05,Withdraw,1100.0,35.148.243.80,aleo1w9r58f09knl006rk4zx4smgkeuw2qsqkqmg3hs4qle8msmexsvgs8q8es2,573.0,,,,0
2022-02-05,Deposit,340.0,17.59.233.113,aleo16arammqhngnluy7y39yzgtxxumm8krzkleuhg0em77zy6yn5a5qs2kpcx8,571.0,,,,0
2022-02-05,Deposit,1280.0,68.35.160.110,aleo14xe9h5u4xc0fk2y7na9usvgqsxx04d39zs7r9rhh8rjwcv73yyysgdwm9z,3797.0,,,,0
2022-02-05,Transfer,248.0,32.138.233.239,aleo18rpa6lmddgpdcctvstuf3wgxay7gkykskudu6ha48y45qntzjuyqfwyar2,15.0,103.246.184.60,aleo1egk23l89vg5up5j7fe90gpcgqj9cm3g35xemx5sw7yx7q9g08q8qxxtkuf,11000.0,0
2022-02-05,Deposit,1364.0,172.54.87.240,aleo1y6nzv44dk9wqsx65nt70yw3j2fpg5dfyxwwn9gt4dwcejv7zavrqjvvzml,5540.0,,,,0
2022-02-05,Deposit,2416.0,48.43.90.106,aleo1e5svtay5qsfmy90tdx2ty88yszcph343q2aws57yt58hhx5m3vzqvt3s4v,9250.0,,,,0
2022-02-05,Transfer,298.0,40.22.52.215,aleo17p4j5hlvzjz5kgs4xhkmnrykdz75e6jc6ky8gflv3mdet9he9ygqma89h7,1091.0,78.99.104.116,aleo16pf7qtdh6xmy37nuds3ptqu26a2cwnwrtgyn8fuq728fseh8ksyq4wam7j,2076.0,0
2022-02-05,Transfer,1705.0,56.61.136.162,aleo10jzdc7vm9vpyq0vhqqccr4emyr3gf3jayvjly9a7hwu6hrcwdurqf3n6wg,414.0,120.92.30.58,aleo1xwg4rgafeqkq0cxu8hwyc5lgce39zf9mnjjcqtr7e2lsn3kznurs5n39td,6223.0,1
2022-02-05,Transfer,333.0,189.32.133.0,aleo14xe9h5u4xc0fk2y7na9usvgqsxx04d39zs7r9rhh8rjwcv73yyysgdwm9z,3464.0,95.20.136.148,aleo1rns9528mvqk5xkywztwyhdge0wvrqexxhqtlwv8qzyhjj56n6ypqh59zc2,830.0,0
2022-02-05,Transfer,29.0,72.8.154.74,aleo1tw2mc4j0lyvfr8p2al69js8kemqx2v2cpfjpge5p5h6cpjnzqupsf2x030,44.0,74.243.76.26,aleo10jzdc7vm9vpyq0vhqqccr4emyr3gf3jayvjly9a7hwu6hrcwdurqf3n6wg,443.0,0
2022-02-05,Deposit,1956.0,86.245.154.60,aleo1zswsqx4st8knp0cpas2ycd5pvsxltnymvlvw0aqy74070s8shv8qkq896j,3690.0,,,,0
2022-02-05,Withdraw,1007.0,144.183.191.96,aleo1xhgvysu5rg794fhzak3w4vrqayhf8xw7gkn5v2p7yvzfuelh5qrs0jjmmg,57.0,,,,0
